title,rating,runtime,imdb_rating,meta_score,genre,release_year,description,director,stars,votes,gross,img_src,type
A Sweet Christmas Romance,TV-G,87,6.2,,"Comedy, Drama, Romance",2019,"When a food stylist finds out the owner of her favorite bakery is retiring and sponsoring a baking contest to see who will be her successor, she enters but then is forced to join forces with a rival chef to try and win.",Michael Robison,"Adelaide Kane, Greyston Holt, Loretta Devine, Hamza Fouad, ",739,,"https://m.media-amazon.com/images/M/MV5BYTQ0MTM4NzYtNTBhOC00OWNiLWFkNTctMzAwZDRjMTZjMDJmXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
The Santa Stakeout,TV-G,84,6.4,,"Comedy, Crime, Drama",2021,"Police detective Tanya is partnered with fellow detective Ryan to solve a recent string of heists. They go undercover as newlyweds, moving into the vacant house next to Mr. Miller, the prime suspect in the case.",Peter Benson,"Tamera Mowry-Housley, Paul Campbell, Joe Pantoliano, Peter Bryant, ","1,095",,"https://m.media-amazon.com/images/M/MV5BYWUwMDI4NzgtMjFhMy00ZDM0LWIxMTctYmM5YzE2NWMyNDMzXkEyXkFqcGdeQXVyNjEwOTQ0OTY@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Christmas Love Letter,TV-PG,86,6.1,,"Comedy, Drama, Mystery",2019,"When relationship advice columnist Amalie Hess receives an unsigned love letter in a Christmas card, she returns to her hometown to solve the mystery of who sent it and maybe find true love.",Damián Romay,"Ashley Newbrough, Tilky Jones, Izzy Herbert, Ray Bengston, ",561,,"https://m.media-amazon.com/images/M/MV5BM2EyMzE5ZDQtZTMyNC00MTExLThlMmYtNGFjNDc5MTViOWQyXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
An Ice Wine Christmas,TV-PG,84,5.1,,"Comedy, Drama, Romance",2021,"One of Philadelphia's top wine sommeliers goes home to the magical vineyards of Evergreen, NY to take part in the town's annual Ice Wine Christmas Festival and harvest.",Jill Carter,"Roselyn Sanchez, Megha Sandhu, Nck Name, Juan Chioran, ",317,,"https://m.media-amazon.com/images/M/MV5BYjQzYTMxNGYtZjE0NS00NDA2LTg5ZDAtMGE2OGY4OTYyODFkXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Baking Spirits Bright,TV-PG,85,5.2,,"Drama, Romance",2021,Mira Varma will do everything it takes to protect the core and heart of the family fruitcakes company she loves.,Aubrey Arnason,"Rekha Sharma, Dion Johnstone, Aadila Dosani, Praneet Akilla, ",237,,"https://m.media-amazon.com/images/M/MV5BYmM1ODNjMjktMTBmYy00ZDU4LTlmOTctNjQwNzM1MzhkMGU3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Cupid for Christmas,PG,87,5.6,,"Comedy, Fantasy, Romance",2021,"Hoping to land a promotion and become the new Cupid, his hapless apprentice, Ruby, is tasked with finding the perfect match for their most hopeless case yet.",Blayne Weaver,"Melanie Stone, Ryan Carnes, Natasha Behnam, Cocoa Brown, ",202,,"https://m.media-amazon.com/images/M/MV5BY2I2OWU3MzAtZWQ3OC00ZmQzLWE2ZmUtNzg4ZjdiMDc3NmFmXkEyXkFqcGdeQXVyMTQwNzAyMA@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
The Horses of McBride,Not Rated,89,6.5,,"Drama, Family",2012,"When Nicki discovers two horses stranded deep in the Rocky Mountain snow, she is determined to find a way to set them free.",Anne Wheeler,"Aidan Quinn, MacKenzie Porter, Kari Matchett, Edward Ruttle, ",340,,"https://m.media-amazon.com/images/M/MV5BMjI4NTYwOTk3OF5BMl5BanBnXkFtZTgwNjkzNzA2MDE@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie
Ms. Scrooge,G,87,5.4,,"Drama, Fantasy",1997,"A retelling of ""A Christmas Carol"" by Charles Dickens.",John Korty,"Cicely Tyson, Katherine Helmond, Michael Beach, John Bourgeois, ",436,,"https://m.media-amazon.com/images/M/MV5BOWY4ZmI2ZWEtOWNlNy00MDBmLTg5NmQtMTZiNjE0YzZjM2FiXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
A Trash Truck Christmas,,28,5.6,,"Animation, Short, Adventure",2020,"When Santa crash-lands in the junkyard on Christmas Eve, Hank, Trash Truck and their animal friends all have a hand in rescuing the holiday for everyone.",Eddie Rosas,"Henry Keane, Glen Keane, Lucas Neff, Brian Baumgartner, ",227,,"https://m.media-amazon.com/images/M/MV5BZThjNDQyNzItMDlhYy00MTkyLWJjNTAtYjVjNjg2Y2IyMDZjXkEyXkFqcGdeQXVyMTA3NjIzNzI3._V1_UY209_CR4,0,140,209_AL_.jpg",Movie
Let's Meet Again on Christmas Eve,TV-PG,87,5.7,,"Drama, Romance",2020,Two college sweethearts reconnect while coordinating a wedding just in time for the holidays.,Jeff Beesley,"Kyla Pratt, Brooks Darnell, Nancy Sorel, Paul Essiembre, ",376,,"https://m.media-amazon.com/images/M/MV5BY2MwM2JiYmMtOGE5MC00YzdkLTg0ZjAtMTM2NzdhOWIyNzc3XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Magical Christmas Shoes,TV-G,87,6.3,,"Comedy, Romance",2019,"A pair of magical shoes step into Noelle's holiday season, allowing her to rediscover her Christmas spirit and find love too.",Robin Dunne,"Erin Karpluk, Damon Runyan, Genelle Williams, Drew Nelson, ",585,,"https://m.media-amazon.com/images/M/MV5BODIyNzEwZTYtNDFmMS00NTQ1LTg3YzgtMDYzZjU2YjdiNWQzXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
Christmas Is Here Again,G,74,5.1,,"Animation, Adventure, Comedy",2007,"When the evil Krad steals Santa's toy bag he crushes the holiday spirit- and the world's children forget about Christmas. Now, an orphan and her friends embark on a polar adventure to try to stop Krad from destroying Christmas.",Robert Zappia,"Darrell Van Citters, Jay Leno, Edward Asner, Kathy Bates, Madison Davenport, ",362,,"https://m.media-amazon.com/images/M/MV5BMTM5NDUyODEwOF5BMl5BanBnXkFtZTcwNDM5MzkzMQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
A Christmas Proposal,PG,84,4.6,,"Comedy, Drama, Romance",2008,Two lawyers dueling over a proposal to turn a quaint mountain town into a ski resort discover they are former childhood sweethearts. Lisa is fighting to protect the hamlet; big-city ...                See full summary »,Michael Feifer,"Nicole Eggert, David O'Donnell, Tom Arnold, David DeLuise, ",597,,"https://m.media-amazon.com/images/M/MV5BMTM2MDcyMTk5Ml5BMl5BanBnXkFtZTcwNzMzMDMyMw@@._V1_UY209_CR14,0,140,209_AL_.jpg",Movie
Christmas in Canaan,TV-PG,96,6.9,,"Drama, Family",2009,"DJ and Rodney don't like each other from the start; Rodney thinks DJ is an ignorant white farm boy, and DJ thinks Rodney acts too smart for his own good. After a school-bus scuffle between ...                See full summary »",Neill Fearnley,"Billy Ray Cyrus, Tom Heaton, Jaishon Fisher, Zak Ludwig, ",606,,"https://m.media-amazon.com/images/M/MV5BMTI3NDk1MDY1NF5BMl5BanBnXkFtZTcwMTI4OTEyMw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Saying Yes to Christmas,TV-PG,90,5.8,,"Drama, Romance",2021,"A magical Christmas wish makes a career-obsessed woman say ""yes"" to every invitation while she's home for the holidays. However, past feelings get reignited when an old flame joins her hectic schedule of yuletide activities.",Graeme Campbell,"Erika Prevost, Romaine Waite, Zoe Doyle, Sabrina Grdevich, ",287,,"https://m.media-amazon.com/images/M/MV5BZGEwZmQ0YjMtOWEwZS00NmZkLTk2NDgtZTNlM2ZkN2Y1NzgyXkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie
Beaus of Holly,,88,5.7,,"Comedy, Romance",2020,"A woman proposes to her boyfriend who says he has to work things out with an ex before he can answer, leaving her to take a romantic sleigh ride alone with a sympathetic driver.",Anthony C. Ferrante,"Jennifer Freeman, Johnny Pacar, Michael Copon, Nikki Leigh, ",249,,"https://m.media-amazon.com/images/M/MV5BZDdmMzhhMWUtZDgzNS00MGU2LTlkNTktNzdlMjZiNTRkNWU1XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Gift of the Magi,Not Rated,85,5.4,,"Drama, Romance",2010,"Newlywed true lovers Jim and Della Young can barely afford moving into to their new apartment, especially when the second-hand car breaks down. They agree not to buy Chrismas presents that ...                See full summary »",Lisa Mulcahy,"Marla Sokoloff, Mark Webber, Michelle Beamish, Glynis Casson, ",533,,"https://m.media-amazon.com/images/M/MV5BMTQ1MTA4NTI1M15BMl5BanBnXkFtZTcwNTkxODU4Ng@@._V1_UY209_CR4,0,140,209_AL_.jpg",Movie
O' Christmas Tree,TV-G,48,6.0,,"Animation, Family, Musical",1999,"Featuring the voices of Edward Asner, Tim Conway and Marie Osmond, this tale is set in a snowy forest on Christmas Eve where a forlorn pine tree feels she is too homely to ever realize her dream of becoming a real Christmas tree.",Bert Ring,"Edward Asner, Tim Conway, Marie Osmond, Debi Derryberry, ",122,,"https://m.media-amazon.com/images/M/MV5BMjI5MzI4OTc3M15BMl5BanBnXkFtZTgwNTA3NTAwNzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Placido,,85,7.8,,"Comedy, Drama",1961,"In a small Spanish town, a group of old ladies decides to celebrate Christmas Eve with a ""seat a poor man at your table"" dinner: each wealthy household of the town will have a homeless ...                See full summary »",Luis García Berlanga,"Cassen, José Luis López Vázquez, Elvira Quintillá, Manuel Alexandre, ","3,452",,"https://m.media-amazon.com/images/M/MV5BZmQwM2JjMTctMGYyYy00MmE3LWJlZTItMGJjZWE3NTZmZTQ0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY209_CR3,0,140,209_AL_.jpg",Movie
The Cheaters,Passed,87,6.8,,"Comedy, Drama, Romance",1945,"An eccentric wealthy family facing bankruptcy schemes to steal an inheritance, but an alcoholic ex-actor they take in for Christmas charity complicates their plan.",Joseph Kane,"Joseph Schildkraut, Billie Burke, Eugene Pallette, Ona Munson, ",766,,"https://m.media-amazon.com/images/M/MV5BMzVkZjAyN2ItMWVkNi00ZTU0LWE3MWYtNmM2ZTYzNzQyM2UxXkEyXkFqcGdeQXVyMTYzNTE3NDA@._V1_UY209_CR10,0,140,209_AL_.jpg",Movie
The Santa Con,Not Rated,88,6.0,,"Comedy, Drama, Family",2014,Small-time con man Nick DeMarco is ordered by his parole officer to take a minimum-wage job as a department store Santa during the holidays... and he hates it. Near the end of his first ...                See full summary »,Melissa Joan Hart,"Barry Watson, Melissa Sagemiller, Scott Grimes, Melissa Joan Hart, ",641,,"https://m.media-amazon.com/images/M/MV5BMTQ4NDI3MTA0Ml5BMl5BanBnXkFtZTgwNjQ1OTg2MzE@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie
Puppy Star Christmas,PG,91,3.6,,"Comedy, Family, Musical",2018,"A song-filled new Air Bud 'Pup Star' movie that introduces four new pups to the family, who stow away on Santa's sleigh and find themselves trapped at the North Pole, trying to save the world's Christmas spirit.",Robert Vince,"Diedrich Bader, Oakley Bull, Tyreese Burnett, Chico, ",267,,"https://m.media-amazon.com/images/M/MV5BM2NkODhiYjktYjdkZi00MGQ2LTljMDAtZTA1ZGYwMWMzZDc3XkEyXkFqcGdeQXVyMDQ0MDI4OA@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
This Is Our Christmas,,79,3.3,,Family,2018,"The Foxworth family decide to spend the Christmas holiday with their aunt Maggy, only to find her beloved bakery is under threat. It's up to the family to band together, save the bakery and pull off a Christmas miracle.",Christian Filippella,"Margaret O'Brien, Ronn Moss, Brandon Tyler Russell, Donna Spangler, ",177,,"https://m.media-amazon.com/images/M/MV5BYmNjMTdjMTktZTMyMS00OGQ1LWFhOWQtMTUwMTU3OTliNTBlXkEyXkFqcGdeQXVyMTMzMjkzMg@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
The Christmas Tree,,93,6.9,,"Adventure, Drama, Family",1996,"A story about a forming friendship between an elderly nun, Sister Anthony, and New York's Rockefeller Center's head gardener Richard Reilly, who wants to fell a tree she's been growing for ...                See full summary »",Sally Field,"Julie Harris, Trini Alvarado, Andrew McCarthy, Suzi Hofrichter, ",419,,"https://m.media-amazon.com/images/M/MV5BMDVkMjNiOTYtNGFkMi00NTZiLThiMTUtYjU3NGQxNDY1ZDg3XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
A Fairly Odd Christmas,Approved,68,4.4,,"Animation, Comedy, Family",2012,"Timmy Turner been going overboard with his wish granting, and now that Christmas is just around the corner, there's almost nothing left for Santa to do! Now it's up to Timmy to save ...                See full summary »",Savage Steve Holland,"Drake Bell, Daniella Monet, David James Lewis, Daran Norris, ",933,,"https://m.media-amazon.com/images/M/MV5BMjMwODkyMDkzNV5BMl5BanBnXkFtZTcwOTYzMjgzOQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",Movie
The Christmas Pageant,TV-G,87,5.5,,"Comedy, Romance",2011,"When a temperamental Broadway director is fired from yet another job, she is forced to direct a community Christmas pageant.",David S. Cass Sr.,"Melissa Gilbert, Robert Mailhouse, Candice Azzara, Edward Herrmann, ",575,,"https://m.media-amazon.com/images/M/MV5BNTY2MWRlM2MtN2E5ZC00NmRmLWJiZWQtMmM3YTdjYmY0YjIzXkEyXkFqcGdeQXVyMTQ0MjgzODU@._V1_UY209_CR4,0,140,209_AL_.jpg",Movie
The Christmas Carol,Not Rated,25,6.0,,"Drama, Fantasy",1949,Dickens' classic tale of Ebenezer Scrooge and three Christmas Ghosts that change his perception of life. Narrated by Vincent Price.,Arthur Pierson,"Vincent Price, Taylor Holmes, Patrick Whyte, Robert Clarke, ",386,,"https://m.media-amazon.com/images/M/MV5BNDUyMTM4MjA4NV5BMl5BanBnXkFtZTgwOTAxNTgwMzE@._V1_UY209_CR4,0,140,209_AL_.jpg",Movie
Cancel Christmas,TV-G,87,5.5,,"Comedy, Family, Fantasy",2010,Santa Claus discovers that children have become too greedy and must prove otherwise before his favorite holiday is canceled. His mission is to teach two incorrigible children the importance of charity.,John Bradshaw,"Judd Nelson, Justin Landry, Natalie Brown, John Fleming, ",594,,"https://m.media-amazon.com/images/M/MV5BMjMxODMwNDI1MV5BMl5BanBnXkFtZTgwMDMwODcwMzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
A Doggone Christmas,,82,4.1,,Family,2016,"When the CIA discovers a cute orphan puppy with amazing telepathic abilities, the powers-that-be in Washington immediately lock him down and plan on forcing the poor dog to become a covert ...                See full summary »",Jim Wynorski,"Jaret Sacrey, Zachary Cirino, Dominique Swain, Jesse the Jack Russell Terrier, ",212,,"https://m.media-amazon.com/images/M/MV5BMDJhNjA5ZGEtNTM1Mi00ODI0LWI2ZGItMDlhNDkzYzkzZmZkXkEyXkFqcGdeQXVyMjAyMjk2Mg@@._V1_UY209_CR10,0,140,209_AL_.jpg",Movie
The Santa Incident,Not Rated,88,4.8,,"Comedy, Family",2010,"After his sleigh is shot down while flying through restricted military airspace, an earthbound Santa is sought for questioning by a pair of overzealous Homeland Security agents. The fate of...                See full summary »",Yelena Lanskaya,"Ali Lyons, Scott Graham, James Cosmo, Ione Skye, ",412,,"https://m.media-amazon.com/images/M/MV5BMjEyMTk0OTY4MV5BMl5BanBnXkFtZTcwMDgxODU4Ng@@._V1_UY209_CR4,0,140,209_AL_.jpg",Movie
Baby in a Manger,G,80,5.1,,"Drama, Romance",2019,"Christmas is about a miracle baby, but when CPS agent Alison and police officer Brock find a lost baby lying in a nativity scene, it'll take a miracle for them just to stop bickering. Can ...                See full summary »",Justin G. Dyck,"Monica Rodriguez Knox, Michael Morrone, Caylin Turner, Gene Abella, ",252,,"https://m.media-amazon.com/images/M/MV5BNWRjNDk2YWMtOWQ0Ni00YzliLWI3MzQtNzhhZDhjOWE4NjlmXkEyXkFqcGdeQXVyNjI4Mzg5OTg@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie
We Wish You a Turtle Christmas,,25,2.2,,"Short, Comedy, Musical",1994,"On Christmas Eve the Turtles realize they've forgotten to get Splinter a gift. They hit the town to try to figure out what to get him, their kid fans join them and lots of singing, dancing and some rapping and shenanigans ensues.",Larry Osborne,"Eric Anzalone, Alfredo Miller, Florence Reymond, Ronn K. Smith, ",416,,"https://m.media-amazon.com/images/M/MV5BMTZkY2NmNjUtZGU4Ny00MjdjLTg5YjctNmZmY2ZlMzJjN2IwXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
A Christmas for Mary,TV-G,90,5.8,,"Drama, Romance",2020,"Up-and-coming journalist Lena Jones is tasked with delivering a story by Christmas that will wow her boss, magazine editor Vivian Vaye, who is dangling a promotion to head writer over ...                See full summary »",David DeCoteau,"Vivica A. Fox, Jackée Harry, Morgan Dixon, Leah Briese, ",160,,"https://m.media-amazon.com/images/M/MV5BNTI5ZDAzNGMtZTA0Yy00MWQxLThmNzMtMzgzMjcwM2NjMTk0XkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
Baking Christmas,TV-PG,84,6.1,,"Comedy, Drama, Romance",2019,"When their mother decides to retire, her three children organize the Christmas Cake Off to choose which one of them will take over the family bakery.",Fred Olen Ray,"Khalilah Joi, Arnell Powell, Leigh-Ann Rose, Aloma Wright, ",161,,"https://m.media-amazon.com/images/M/MV5BMDgyNzJmNTYtYWI2Mi00ZDIwLTgyMWEtNWYwYWM5YzgyMzUxXkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UY209_CR12,0,140,209_AL_.jpg",Movie
A Christmas Eve Miracle,Not Rated,80,3.5,,"Comedy, Family",2015,"After wondering what her life would be without children, workaholic Sharon is unexpectedly granted her wish while on Christmas vacation.",R. Michael Givens,"Olivia d'Abo, Anthony Starke, Josh Reid, Dina De Laurentiis, ",319,,"https://m.media-amazon.com/images/M/MV5BMTE0MjEwOTUzMzBeQTJeQWpwZ15BbWU4MDQzMTM4Mzcx._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Middleton Christmas,,92,5.5,,"Comedy, Family, Romance",2020,"In a small town, high-school dean Alana and her vivacious teenage daughter Samantha plan a holiday concert to save the school with the help of the new maintenance man, Army veteran Johnny, ...                See full summary »",Dale Fabrigar,"Michael Paré, Nancy Valen, Eileen Davidson, Anzu Lawson, ",249,,"https://m.media-amazon.com/images/M/MV5BZTI3OTg4MGItZmNiNy00NzY0LWEzNmYtMTZiYzk4YjM0NmRhXkEyXkFqcGdeQXVyMTA4NjI0MzY3._V1_UY209_CR2,0,140,209_AL_.jpg",Movie
The Dog Who Saved Christmas Vacation,PG,89,3.6,,"Comedy, Family",2010,"The Bannister family - including former K-9 police hero Zeus (voiced by Mario López) - is back, and this time they're spending their holidays at a beautiful Rocky Mountain resort.",Michael Feifer,"Mario Lopez, Dean Cain, Paris Hilton, Gary Valentine, ",445,,"https://m.media-amazon.com/images/M/MV5BOTk2MDU4NTYxOF5BMl5BanBnXkFtZTgwOTA5NDA2MDE@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie
One Christmas Wish,TV-PG,86,6.8,,"Drama, Family, Musical",2015,"Feeling alone during the holidays, a college student places an ad to find a family to spend time with her on Christmas.",James Head,"Amber Riley, Matreya Fedor, Priscilla Faia, Camille Sullivan, ",535,,"https://m.media-amazon.com/images/M/MV5BNjI1ZWFlMmYtMTVmZS00MmE1LWI1ZmUtZTRmYzA1YTQwMDRjXkEyXkFqcGdeQXVyMDEwODMxNA@@._V1_UY209_CR4,0,140,209_AL_.jpg",Movie
Christmas by Chance,,97,6.1,,"Comedy, Romance",2020,The owner of a struggling gift shop is hired by a famous entrepreneur to organize a romantic marriage proposal for his socialite girlfriend.,Andrew Cymek,"Winny Clarke, Jacob Blair, Celine Tsai, Sharjil Rasool, ",285,,"https://m.media-amazon.com/images/M/MV5BZmRmZmQ5MWUtOTEyZi00ODliLWExM2EtMDkyMzk5ZWNhNGE3XkEyXkFqcGdeQXVyNDk3ODk4OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Off Season,TV-G,94,5.6,,"Comedy, Drama, Family",2001,"After the death of his parents, 10-year-old, Jackson Mayhew (Culkin), moves in with his Aunt. But when he befriends an elderly man (Cronyn), he begins to suspect that the old man is actually Santa Claus.",Bruce Davison,"Sherilyn Fenn, Hume Cronyn, Bruce Davison, Tom McBeath, ",352,,"https://m.media-amazon.com/images/M/MV5BZmE0YTE0ZTYtNDFjZC00YWQwLWJhNmEtNmIzOTY5ZmQ5ZmEyXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie
The Dog Who Saved the Holidays,PG,83,4.4,,"Comedy, Family",2012,"The Bannisters are back with a new family addition - a mischievous pup named Eve. Watch as everyone's favorite dog, Zeus, learns to love his new sister and take down some bumbling thieves.",Michael Feifer,"Joey Lawrence, Peyton List, Gary Valentine, Elisa Donovan, ",287,,"https://m.media-amazon.com/images/M/MV5BMjA2MTMzMzU3Nl5BMl5BanBnXkFtZTgwNTgwNzA2MDE@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie
A Perfect Day,Not Rated,87,5.6,,"Drama, Family",2006,A family man and suddenly-successful author encounters a mystic stranger who warns him he has only forty more days to live. Based on a novel by Richard Paul Evans.,Peter Levin,"Rob Lowe, Frances Conroy, Paget Brewster, Christopher Lloyd, ","1,152",,"https://m.media-amazon.com/images/M/MV5BNDUxNzc5Nzk1M15BMl5BanBnXkFtZTgwMTAxODkwMzE@._V1_UY209_CR3,0,140,209_AL_.jpg",Movie
Christmas on Wheels,TV-PG,86,5.8,,Romance,2020,"Upon learning that her uncle sold her mom's vintage convertible, a car full of Christmas memories, Ashley enlists the help of her uncle's attorney Duncan to get it back.",Marita Grabiak,"Tiya Sircar, Lara Amersey, Serena Arella, Jennifer Austin, ",432,,"https://m.media-amazon.com/images/M/MV5BMDg3Y2RkYjUtZGY2OS00MzMzLWFkNWItMTI1NGYxMjc4NTI4XkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
